0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.107675209,0.107128504,0.108229182,0.107671576,0.107128504
0.071084712,0.071079938,0.071086917,0.071085996,0.071085807
0.064228255,0.064227184,0.064230629,0.064227604,0.064227538
0.058494743,0.058336218,0.058657048,0.058492853,0.058337361
0.081275725,0.081268256,0.081279967,0.081277339,0.081278635
0.148643394,0.145145234,0.149816721,0.149805811,0.149816721
0.06753003,0.067518835,0.067535573,0.067532857,0.067531353
0.068335705,0.068331224,0.068339307,0.068336145,0.068336154
0.065473468,0.065469953,0.065475794,0.065474062,0.065475794
0.073963361,0.073952308,0.073971821,0.073964658,0.073962727
0.067614732,0.067609,0.067617502,0.067616214,0.067617502
0.065545529,0.065539382,0.065555706,0.065543513,0.065540726
0.06970818,0.069704043,0.069711116,0.069708781,0.069709723
0.066329626,0.066325395,0.066331989,0.06633056,0.066329306
0.068190491,0.068181049,0.068203646,0.068188634,0.068182862
0.066807732,0.066802114,0.066810552,0.066809131,0.066810552
0.059222988,0.059218986,0.059225019,0.059223972,0.059223117
0.058515747,0.058509598,0.05851934,0.058517025,0.05851934
0.071470947,0.071371851,0.071574363,0.071468787,0.071373172
0.075737037,0.075730078,0.075740638,0.075738715,0.075740638
0.065864539,0.065850021,0.065882747,0.065862693,0.065850021
0.073181605,0.073173011,0.073186669,0.07318337,0.073184411
0.068160553,0.068155964,0.068162508,0.06816187,0.068162155
0.067575693,0.067568811,0.067586269,0.067573845,0.067571822
0.065935364,0.06592732,0.065939454,0.065937341,0.065939182
0.060078936,0.06007684,0.060081534,0.060078685,0.060078599
0.073985422,0.07398007,0.073987816,0.073986901,0.073987148
0.065088832,0.065071677,0.065101926,0.065090863,0.065101926
0.072052984,0.072045938,0.07205649,0.072054753,0.07205649
0.062051728,0.062046197,0.062055199,0.062052759,0.062055199
0.067572324,0.067561222,0.067580105,0.067573985,0.067580105
0.0732282,0.073223951,0.073236724,0.073226063,0.073225533
0.05833334,0.058329128,0.058335699,0.058334267,0.058335699
0.061256668,0.061250856,0.061259208,0.061258305,0.061259208
0.07378987,0.073785988,0.073797167,0.073788163,0.073788832
0.06432943,0.064323076,0.064332431,0.064331106,0.064332431
0.074242136,0.07423661,0.074245452,0.07424324,0.074244585
0.061634807,0.06162969,0.061637149,0.061636194,0.061636482
0.068721081,0.068717269,0.068724816,0.06872112,0.068721721
0.073529948,0.07352357,0.073532858,0.073531683,0.073532858
0.058526336,0.058523324,0.058527615,0.058527203,0.058527615
0.066039467,0.066037677,0.066043981,0.066038106,0.066038432
0.077057116,0.077049712,0.077061238,0.077058756,0.077061238
0.062794803,0.062788562,0.062797447,0.062796602,0.062797447
0.074137377,0.074130982,0.074140473,0.074139026,0.074140473
0.061064788,0.061055414,0.061070275,0.061066732,0.061070275
0.068285599,0.0682798,0.06828814,0.068287228,0.06828814
0.0737119,0.073693823,0.073726371,0.073713703,0.073726371
0.072504276,0.072497049,0.07250821,0.072505923,0.07250821
0.064408442,0.064400663,0.064412017,0.064410544,0.064412017
0.07911101,0.07910552,0.079113576,0.079112472,0.079113262
0.062541806,0.062537261,0.062545081,0.062542441,0.062543169
0.073774163,0.073767873,0.073777208,0.073775785,0.073776113
0.062532222,0.062525771,0.062535657,0.06253373,0.062535268
0.065669661,0.065656973,0.065686013,0.065667829,0.065657461
0.072139438,0.072134185,0.072141885,0.07214084,0.072141885
0.070676981,0.070672829,0.070678984,0.070678055,0.070677864
0.062196029,0.062193114,0.062201584,0.062194708,0.062195335
0.080278329,0.08026973,0.080282982,0.080280302,0.080281574
0.063810524,0.063808039,0.063812642,0.063810707,0.063811091
0.074773791,0.074765819,0.074777935,0.074775704,0.074777935
0.062239395,0.062231122,0.062244392,0.062241032,0.062244392
0.067221495,0.067212159,0.067227842,0.06722299,0.067227842
0.071738916,0.071732199,0.071742666,0.0717404,0.071742666
0.065404698,0.065398393,0.065407531,0.065406434,0.065407188
0.071775133,0.071768472,0.071778208,0.071776926,0.071778208
0.060601502,0.060594947,0.060605604,0.06060273,0.060603411
0.074209326,0.074205347,0.074213115,0.074209421,0.074210309
0.066265085,0.066259843,0.066268178,0.06626616,0.066268178
0.066635112,0.066628349,0.066646515,0.066632792,0.06663001
0.068854,0.068847818,0.068856459,0.068855861,0.068856383
0.064640284,0.064635126,0.064643105,0.064641452,0.064643105
0.06146096,0.061455875,0.06146431,0.061461828,0.061462257
0.078208414,0.078202108,0.078211499,0.078210024,0.078209915
0.070007015,0.069998916,0.070011906,0.070008619,0.070011906
0.066976768,0.066973261,0.066981773,0.066976019,0.066977148
0.068447976,0.068444154,0.068449399,0.068449175,0.068449399
0.06698123,0.066975818,0.066984151,0.066982474,0.066984151
0.068703357,0.068697388,0.068708164,0.068703937,0.068704506
0.064333546,0.064327188,0.06433623,0.064335383,0.06433623
0.066571921,0.066567211,0.066575852,0.066572311,0.066572857
0.071130875,0.071125809,0.071134316,0.071131687,0.0711328
0.062301646,0.062296867,0.062309604,0.062300056,0.062298978
0.072699854,0.072689828,0.072706863,0.072701363,0.072704711
0.065956815,0.06594957,0.065959843,0.065958924,0.065959843
0.066677992,0.066333227,0.06701783,0.066680456,0.067017065
0.068306784,0.068293921,0.068317612,0.068307802,0.068314963
0.058985486,0.058977107,0.058992622,0.058986108,0.058991027
0.06384314,0.063841773,0.063846585,0.063842101,0.063842293
0.062311977,0.062306506,0.062314841,0.06231328,0.062314841
0.080003648,0.079998156,0.080009446,0.080003494,0.080004227
0.07219718,0.072195026,0.072198723,0.072197485,0.072196359
0.075406691,0.075401078,0.075409054,0.075408315,0.075409054
0.063581485,0.06357933,0.063584285,0.063581162,0.063579405
0.065048851,0.065041786,0.065052674,0.065050473,0.065052674
0.080587691,0.080578199,0.080593064,0.080589751,0.080591992
