run_id,0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
1,0.014394258,0.014015973,0.015042527,0.01434153,0.015042527
1,0.009300344,0.008991585,0.010447009,0.009266712,0.010447009
1,0.009196785,0.008748044,0.011023813,0.00887236,0.011023813
1,0.008433605,0.008289364,0.009361169,0.008366867,0.009361169
1,0.010405337,0.010180102,0.010486467,0.010424135,0.010484033
1,0.010997737,0.010251885,0.011780003,0.010945235,0.010855981
1,0.010910804,0.01012585,0.011635201,0.010901931,0.011352177
1,0.010110098,0.00954527,0.010878741,0.009949557,0.010224522
1,0.011285751,0.010854182,0.011514335,0.011259098,0.011488004
1,0.011809658,0.011718061,0.011864229,0.011816862,0.011718061
1,0.004032525,0.003718049,0.004239103,0.004091339,0.00410499
1,0.00402777,0.0037691,0.004399225,0.004016727,0.0039176
1,0.0040313,0.003705776,0.004239816,0.004050648,0.004069232
1,0.003904505,0.003690167,0.004264961,0.003893157,0.003780904
1,0.004207167,0.003852387,0.004585518,0.004197715,0.004148209
1,0.004047139,0.003881899,0.004211199,0.004037518,0.003990151
1,0.004199776,0.003943188,0.004604861,0.004153711,0.004604861
1,0.004035741,0.003920882,0.004220866,0.004012762,0.004070207
1,0.004407828,0.004247803,0.004551866,0.004423252,0.004445995
1,0.004303986,0.00409114,0.004580219,0.004329624,0.004286521
1,0.004360517,0.004203829,0.004681502,0.004348756,0.004371004
1,0.004102738,0.003932357,0.004322015,0.004066879,0.004146289
1,0.003962574,0.003669255,0.004384722,0.003968531,0.004012777
1,0.004276339,0.004153833,0.004496992,0.004272773,0.004266389
1,0.00462828,0.004343859,0.004919168,0.004636964,0.004627138
1,0.004063545,0.003893366,0.004250628,0.004048921,0.004078704
1,0.003872203,0.003448497,0.004278801,0.003898585,0.004077565
1,0.003742755,0.00349597,0.003913863,0.003748915,0.003836834
1,0.004522566,0.004143052,0.004920592,0.004484213,0.004364948
1,0.003798216,0.003497508,0.004196874,0.003798481,0.003881966
1,0.003618323,0.003475176,0.003704163,0.003622001,0.003640763
1,0.003815309,0.003679741,0.004055774,0.003798755,0.00378098
1,0.004023797,0.003766722,0.004344403,0.004011924,0.004331075
1,0.003896304,0.003417507,0.004165892,0.003935961,0.00386681
1,0.004060214,0.003894346,0.004362119,0.004057535,0.0039106
1,0.003999385,0.003736214,0.004319256,0.003991763,0.003972519
1,0.003561552,0.003196449,0.003705683,0.003614852,0.003614852
1,0.003808065,0.003560241,0.00399725,0.003794491,0.003875599
1,0.003765845,0.003550221,0.003922932,0.003785556,0.003803503
1,0.003828439,0.003519734,0.004061679,0.003839348,0.004024202
1,0.004402075,0.004270686,0.004621278,0.004408084,0.00433491
1,0.004160226,0.004005155,0.004283844,0.004161483,0.004120882
1,0.004226658,0.003986501,0.004433126,0.004222733,0.004118925
1,0.004325222,0.004112857,0.00446622,0.004309075,0.004440806
1,0.004209867,0.003909517,0.004470395,0.004208961,0.004126282
1,0.004142852,0.003886373,0.004392373,0.004154346,0.004167275
1,0.003798724,0.003572711,0.003969615,0.003805204,0.003634603
1,0.003931784,0.00367447,0.004149088,0.003938759,0.003915478
1,0.00447973,0.003842028,0.005729729,0.004096967,0.005729729
1,0.003823654,0.003557119,0.004067667,0.003812698,0.00381225
2,0.01377613,0.013389047,0.015077955,0.013549178,0.014966648
2,0.009160855,0.008788251,0.010800618,0.008985361,0.010800618
2,0.0082325,0.007953542,0.009099984,0.008160643,0.009099984
2,0.008552427,0.00828909,0.009622473,0.008413026,0.009622473
2,0.009468375,0.009388207,0.009669025,0.009449232,0.009444862
2,0.011141825,0.01061237,0.011797786,0.011267297,0.010992962
2,0.012806806,0.012006052,0.01379146,0.012852287,0.013342462
2,0.008529006,0.007781569,0.009440852,0.008260705,0.008260705
2,0.012309715,0.011082262,0.013185104,0.012402074,0.013183693
2,0.011729882,0.011580484,0.011816918,0.011747527,0.011733604
2,0.004338781,0.004122571,0.004564509,0.004345559,0.004355345
2,0.005148957,0.004653921,0.005351196,0.005173477,0.00521324
2,0.003795067,0.003585372,0.004038952,0.003784888,0.003673505
2,0.003660295,0.003491688,0.003888226,0.003647908,0.003693635
2,0.004293041,0.004108527,0.004675284,0.004226164,0.004489933
2,0.00400014,0.003826191,0.00420501,0.003977819,0.003826191
2,0.00428972,0.004145734,0.00448593,0.004256332,0.00448593
2,0.004056941,0.003788589,0.004180132,0.004084234,0.004048789
2,0.004394562,0.004129967,0.004639694,0.00441097,0.004220927
2,0.00398803,0.003871157,0.00406058,0.003986429,0.003986429
2,0.003754403,0.003563633,0.003990693,0.003799078,0.003862434
2,0.003847732,0.003650866,0.004055185,0.003834966,0.003736113
2,0.003969035,0.003675701,0.004196821,0.00401,0.00401
2,0.003798269,0.003538382,0.004080377,0.003836078,0.003817427
2,0.004051589,0.003822837,0.004261456,0.004067338,0.003985917
2,0.004264953,0.003966625,0.004633677,0.00424746,0.00424746
2,0.004066035,0.003854956,0.004235425,0.004081109,0.004069782
2,0.004244598,0.004007605,0.004405148,0.004259811,0.004176766
2,0.003875785,0.003659988,0.004067935,0.003893819,0.003771243
2,0.00428682,0.004101766,0.004438244,0.004293583,0.004266529
2,0.004337779,0.004183954,0.004575561,0.004332876,0.004266963
2,0.004130591,0.003699309,0.004518616,0.004068925,0.004024963
2,0.003927609,0.003623216,0.00420758,0.003920778,0.004085448
2,0.004179984,0.004014941,0.00449878,0.004180836,0.004302226
2,0.003780192,0.003565031,0.003984873,0.003785906,0.003611098
2,0.004185332,0.003965614,0.004376506,0.004193147,0.003965614
2,0.004139177,0.00389939,0.004314582,0.004156057,0.004167787
2,0.003915812,0.003646944,0.004202995,0.003918937,0.003786186
2,0.004493583,0.004114472,0.004749448,0.004564776,0.004166318
2,0.003982167,0.003783718,0.004154272,0.004019811,0.003920887
2,0.003750737,0.003561289,0.003929273,0.003761181,0.003667881
2,0.004049972,0.00385171,0.004290746,0.004048998,0.003956092
2,0.00418204,0.004022567,0.004343222,0.004177311,0.004157187
2,0.004601902,0.004430194,0.004889641,0.004572379,0.004506635
2,0.004608255,0.004031697,0.005141906,0.004726315,0.004854352
2,0.004005972,0.003715436,0.004493215,0.003955687,0.004172546
2,0.004096881,0.003886685,0.004282389,0.004094712,0.004224261
2,0.004038304,0.003775601,0.004178076,0.004054931,0.003982765
